Country,State,Route,Year,Aou,SpeciesTotal
840,50,073,1997,04670,7                                                                                                                                                                                                                                        
840,50,073,1997,06570,4                                                                                                                                                                                                                                        
840,50,073,1997,06740,32                                                                                                                                                                                                                                       
840,50,073,1997,06620,4                                                                                                                                                                                                                                        
840,50,073,1997,06360,5                                                                                                                                                                                                                                        
840,50,073,1997,05950,7                                                                                                                                                                                                                                        
840,50,073,1997,06870,2                                                                                                                                                                                                                                        
840,50,073,1998,06740,21                                                                                                                                                                                                                                       
840,50,073,1998,06360,4                                                                                                                                                                                                                                        
840,50,073,1998,06590,24                                                                                                                                                                                                                                       
840,50,073,1998,05950,4                                                                                                                                                                                                                                        
840,50,073,1998,06620,3                                                                                                                                                                                                                                        
840,50,073,1998,06790,14                                                                                                                                                                                                                                       
840,50,073,1998,06870,3                                                                                                                                                                                                                                        
840,50,073,1998,04670,9                                                                                                                                                                                                                                        
840,50,073,1999,06740,37                                                                                                                                                                                                                                       
840,50,073,1999,04670,11                                                                                                                                                                                                                                       
840,50,073,1999,06790,26                                                                                                                                                                                                                                       
840,50,073,1999,06360,8                                                                                                                                                                                                                                        
840,50,073,1999,05950,3                                                                                                                                                                                                                                        
840,50,073,1999,06590,23                                                                                                                                                                                                                                       
840,50,073,1999,06870,7                                                                                                                                                                                                                                        
840,50,073,1999,06620,4                                                                                                                                                                                                                                        
840,50,073,1999,06570,9                                                                                                                                                                                                                                        
840,50,073,1999,04050,1                                                                                                                                                                                                                                        
840,50,073,2000,06790,5                                                                                                                                                                                                                                        
840,50,073,2000,04050,1                                                                                                                                                                                                                                        
840,50,073,2000,06740,26                                                                                                                                                                                                                                       
840,50,073,2000,05950,3                                                                                                                                                                                                                                        
840,50,073,2000,06570,4                                                                                                                                                                                                                                        
840,50,073,2000,07580,1                                                                                                                                                                                                                                        
840,50,073,2000,04670,10                                                                                                                                                                                                                                       
840,50,073,2000,06360,3                                                                                                                                                                                                                                        
840,50,073,2000,06590,32                                                                                                                                                                                                                                       
840,50,073,2000,06870,4                                                                                                                                                                                                                                        
840,50,073,2001,06590,38                                                                                                                                                                                                                                       
840,50,073,2001,06790,17                                                                                                                                                                                                                                       
840,50,073,2001,04670,5                                                                                                                                                                                                                                        
840,50,073,2001,06620,4                                                                                                                                                                                                                                        
840,50,073,2001,06740,36                                                                                                                                                                                                                                       
840,50,073,2001,06360,4                                                                                                                                                                                                                                        
840,50,073,2001,06870,1                                                                                                                                                                                                                                        
840,50,073,2001,05950,6                                                                                                                                                                                                                                        
840,50,073,2001,06570,4                                                                                                                                                                                                                                        
840,50,073,2002,05950,5                                                                                                                                                                                                                                        
840,50,073,2002,06570,9                                                                                                                                                                                                                                        
840,50,073,2002,06360,9                                                                                                                                                                                                                                        
840,50,073,2002,06870,1                                                                                                                                                                                                                                        
840,50,073,2002,04050,2                                                                                                                                                                                                                                        
840,50,073,2002,06620,6                                                                                                                                                                                                                                        
840,50,073,2002,06590,34                                                                                                                                                                                                                                       
840,50,073,2002,04670,3                                                                                                                                                                                                                                        
840,50,073,2002,06790,25                                                                                                                                                                                                                                       
840,50,073,2002,06740,40                                                                                                                                                                                                                                       
840,50,073,2003,06360,3                                                                                                                                                                                                                                        
840,50,073,2003,06740,39                                                                                                                                                                                                                                       
840,50,073,2003,06790,13                                                                                                                                                                                                                                       
840,50,073,2003,04670,5                                                                                                                                                                                                                                        
840,50,073,2003,06570,4                                                                                                                                                                                                                                        
840,50,073,2003,06590,27                                                                                                                                                                                                                                       
840,50,073,2003,05950,2                                                                                                                                                                                                                                        
840,50,073,2003,01940,2                                                                                                                                                                                                                                        
840,50,073,2003,06620,3                                                                                                                                                                                                                                        
840,50,073,2004,06570,10                                                                                                                                                                                                                                       
840,50,073,2004,05950,3                                                                                                                                                                                                                                        
840,50,073,2004,06740,48                                                                                                                                                                                                                                       
840,50,073,2004,06360,3                                                                                                                                                                                                                                        
840,50,073,2004,06590,26                                                                                                                                                                                                                                       
840,50,073,2004,04670,4                                                                                                                                                                                                                                        
840,50,073,2004,06620,3                                                                                                                                                                                                                                        
840,50,073,2004,06790,21                                                                                                                                                                                                                                       
840,50,073,2004,06870,3                                                                                                                                                                                                                                        
840,50,073,2005,06360,1                                                                                                                                                                                                                                        
840,50,073,2005,04670,8                                                                                                                                                                                                                                        
840,50,073,2005,05950,10                                                                                                                                                                                                                                       
840,50,073,2005,06740,44                                                                                                                                                                                                                                       
840,50,073,2005,06620,3                                                                                                                                                                                                                                        
840,50,073,2005,06790,33                                                                                                                                                                                                                                       
840,50,073,2005,06570,9                                                                                                                                                                                                                                        
840,50,073,2005,06590,19                                                                                                                                                                                                                                       
840,50,073,2005,06470,1                                                                                                                                                                                                                                        
840,50,073,2006,06870,2                                                                                                                                                                                                                                        
840,50,073,2006,06360,5                                                                                                                                                                                                                                        
840,50,073,2006,06620,6                                                                                                                                                                                                                                        
840,50,073,2006,06740,35                                                                                                                                                                                                                                       
840,50,073,2006,06570,8                                                                                                                                                                                                                                        
840,50,073,2006,04050,1                                                                                                                                                                                                                                        
840,50,073,2006,05950,8                                                                                                                                                                                                                                        
840,50,073,2006,04670,1                                                                                                                                                                                                                                        
840,50,073,2006,06590,42                                                                                                                                                                                                                                       
840,50,073,2006,06790,24                                                                                                                                                                                                                                       
840,50,073,2007,06740,22                                                                                                                                                                                                                                       
840,50,073,2007,06790,14                                                                                                                                                                                                                                       
840,50,073,2007,06590,22                                                                                                                                                                                                                                       
840,50,073,2007,04670,2                                                                                                                                                                                                                                        
840,50,073,2007,06620,4                                                                                                                                                                                                                                        
840,50,073,2007,06570,8                                                                                                                                                                                                                                        
840,50,073,2007,06360,1                                                                                                                                                                                                                                        
840,50,073,2007,05950,6                                                                                                                                                                                                                                        
840,50,073,2007,06470,2                                                                                                                                                                                                                                        
840,50,073,2007,06870,1                                                                                                                                                                                                                                        
840,50,073,2008,05950,11                                                                                                                                                                                                                                       
840,50,073,2008,06790,21                                                                                                                                                                                                                                       
840,50,073,2008,06570,10                                                                                                                                                                                                                                       
840,50,073,2008,04670,2                                                                                                                                                                                                                                        
840,50,073,2008,06470,6                                                                                                                                                                                                                                        
840,50,073,2008,06590,30                                                                                                                                                                                                                                       
840,50,073,2008,06740,27                                                                                                                                                                                                                                       
840,50,073,2008,06620,2                                                                                                                                                                                                                                        
840,50,073,2009,06620,1                                                                                                                                                                                                                                        
840,50,073,2009,06590,18                                                                                                                                                                                                                                       
840,50,073,2009,06870,4                                                                                                                                                                                                                                        
840,50,073,2009,06470,5                                                                                                                                                                                                                                        
840,50,073,2009,04670,1                                                                                                                                                                                                                                        
840,50,073,2009,06570,4                                                                                                                                                                                                                                        
840,50,073,2009,06790,28                                                                                                                                                                                                                                       
840,50,073,2009,06740,43                                                                                                                                                                                                                                       
840,50,073,2009,05950,5                                                                                                                                                                                                                                        
840,50,073,2013,05950,7                                                                                                                                                                                                                                        
840,50,073,2013,04670,5                                                                                                                                                                                                                                        
840,50,073,2013,06790,4                                                                                                                                                                                                                                        
840,50,073,2013,06470,4                                                                                                                                                                                                                                        
840,50,073,2013,06870,6                                                                                                                                                                                                                                        
840,50,073,2013,04050,1                                                                                                                                                                                                                                        
840,50,073,2013,06740,47                                                                                                                                                                                                                                       
840,50,073,2013,06590,29                                                                                                                                                                                                                                       
840,50,073,2014,06360,5                                                                                                                                                                                                                                        
840,50,073,2014,06620,2                                                                                                                                                                                                                                        
840,50,073,2014,06470,3                                                                                                                                                                                                                                        
840,50,073,2014,06740,34                                                                                                                                                                                                                                       
840,50,073,2014,06790,8                                                                                                                                                                                                                                        
840,50,073,2014,04670,10                                                                                                                                                                                                                                       
840,50,073,2014,05950,2                                                                                                                                                                                                                                        
840,50,073,2014,06570,7                                                                                                                                                                                                                                        
840,50,073,2014,06590,23                                                                                                                                                                                                                                       
840,50,073,2014,04050,2                                                                                                                                                                                                                                        
840,50,073,2014,06870,4                                                                                                                                                                                                                                        
840,50,073,2015,06360,12                                                                                                                                                                                                                                       
840,50,073,2015,06470,3                                                                                                                                                                                                                                        
840,50,073,2015,06590,7                                                                                                                                                                                                                                        
840,50,073,2015,05950,4                                                                                                                                                                                                                                        
840,50,073,2015,04670,6                                                                                                                                                                                                                                        
840,50,073,2015,06570,1                                                                                                                                                                                                                                        
840,50,073,2015,06790,7                                                                                                                                                                                                                                        
840,50,073,2015,06620,5                                                                                                                                                                                                                                        
840,50,073,2015,06740,27                                                                                                                                                                                                                                       
840,50,073,2016,06620,1                                                                                                                                                                                                                                        
840,50,073,2016,06790,3                                                                                                                                                                                                                                        
840,50,073,2016,04050,2                                                                                                                                                                                                                                        
840,50,073,2016,04670,4                                                                                                                                                                                                                                        
840,50,073,2016,06360,3                                                                                                                                                                                                                                        
840,50,073,2016,06590,11                                                                                                                                                                                                                                       
840,50,073,2016,06570,1                                                                                                                                                                                                                                        
840,50,073,2016,06870,1                                                                                                                                                                                                                                        
840,50,073,2016,06740,12                                                                                                                                                                                                                                       
840,50,073,2017,06360,13                                                                                                                                                                                                                                       
840,50,073,2017,05950,3                                                                                                                                                                                                                                        
840,50,073,2017,06590,2                                                                                                                                                                                                                                        
840,50,073,2017,06620,1                                                                                                                                                                                                                                        
840,50,073,2017,06740,27                                                                                                                                                                                                                                       
840,50,073,2017,06790,4                                                                                                                                                                                                                                        
840,50,073,2017,04050,1                                                                                                                                                                                                                                        
840,50,073,2017,04670,3                                                                                                                                                                                                                                        
840,50,073,2017,06470,6                                                                                                                                                                                                                                        
840,50,074,1993,06360,6                                                                                                                                                                                                                                        
840,50,074,1993,06590,25                                                                                                                                                                                                                                       
840,50,074,1993,06790,10                                                                                                                                                                                                                                       
840,50,074,1993,04050,1                                                                                                                                                                                                                                        
840,50,074,1993,05950,14                                                                                                                                                                                                                                       
840,50,074,1993,06570,1                                                                                                                                                                                                                                        
840,50,074,1993,04670,5                                                                                                                                                                                                                                        
840,50,074,1993,06620,4                                                                                                                                                                                                                                        
840,50,074,1993,06740,69                                                                                                                                                                                                                                       
840,50,074,1993,06870,1                                                                                                                                                                                                                                        
840,50,074,1993,07580,1                                                                                                                                                                                                                                        
840,50,074,1994,06360,3                                                                                                                                                                                                                                        
